transaction_id,amount_local,authorized,comments,date_posting,date_transaction,goods_services,internal_ref_number,is_active,late_deposit,teller,trx_no,rpt_code,transaction_description,transaction_location,transaction_number,transmode_comment,value_date,cust_id,acid,status_id,report_id
5777,50.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374818,D,11/16/2023,RC53337,DB72172,1,1
5778,50.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374818,C,11/16/2023,RC4351,DB76105,1,1
5779,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381970,C,11/16/2023,RC4351,DB76105,1,1
5780,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374819,D,11/16/2023,RC15437,DB21547,1,1
5781,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381971,D,11/16/2023,RC42814,DB57644,1,1
5782,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381971,C,11/16/2023,RC4351,DB76105,1,1
5783,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381972,D,11/16/2023,RC42826,DB57658,1,1
5784,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381972,C,11/16/2023,RC4351,DB76105,1,1
5785,31.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381973,D,11/16/2023,RC42828,DB57660,1,1
5786,31.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381973,C,11/16/2023,RC4351,DB76105,1,1
5787,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381974,D,11/16/2023,RC29567,DB40370,1,1
5788,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381974,C,11/16/2023,RC4351,DB76105,1,1
5789,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374819,C,11/16/2023,RC4351,DB76105,1,1
5790,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374820,D,11/16/2023,RC32742,DB44289,1,1
5791,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374820,C,11/16/2023,RC4351,DB76105,1,1
5792,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374821,D,11/16/2023,RC35759,DB48252,1,1
5793,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374821,C,11/16/2023,RC4351,DB76105,1,1
5794,50.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374822,D,11/16/2023,RC53338,DB72174,1,1
5795,50.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374822,C,11/16/2023,RC4351,DB76105,1,1
5796,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374823,D,11/16/2023,RC32744,DB44291,1,1
5797,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374823,C,11/16/2023,RC4351,DB76105,1,1
5798,57.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374824,D,11/16/2023,RC15084,DB21131,1,1
5799,57.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374824,C,11/16/2023,RC4351,DB76105,1,1
5800,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374825,D,11/16/2023,RC32747,DB44295,1,1
5801,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374825,C,11/16/2023,RC4351,DB76105,1,1
5802,129.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381975,D,11/16/2023,RC30984,DB42155,1,1
5803,129.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381975,C,11/16/2023,RC4351,DB76105,1,1
5804,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381976,D,11/16/2023,RC23879,DB33077,1,1
5805,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381976,C,11/16/2023,RC4351,DB76105,1,1
5806,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381977,D,11/16/2023,RC44637,DB60121,1,1
5807,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381977,C,11/16/2023,RC4351,DB76105,1,1
5808,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381978,D,11/16/2023,RC42835,DB57670,1,1
5809,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381978,C,11/16/2023,RC4351,DB76105,1,1
5810,93.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381979,D,11/16/2023,RC15704,DB21876,1,1
5811,165.69,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374826,D,11/16/2023,RC32749,DB44297,1,1
5812,165.69,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374826,C,11/16/2023,RC4351,DB76105,1,1
5813,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374827,D,11/16/2023,RC15085,DB21132,1,1
5814,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374827,C,11/16/2023,RC4351,DB76105,1,1
5815,141.82,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374828,D,11/16/2023,RC15087,DB21134,1,1
5816,141.82,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374828,C,11/16/2023,RC4351,DB76105,1,1
5817,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374829,D,11/16/2023,RC54338,DB73571,1,1
5818,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374829,C,11/16/2023,RC4351,DB76105,1,1
5819,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374830,D,11/16/2023,RC32510,DB43997,1,1
5820,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374830,C,11/16/2023,RC4351,DB76105,1,1
5821,107.51,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374831,D,11/16/2023,RC15122,DB21180,1,1
5822,107.51,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374831,C,11/16/2023,RC4351,DB76105,1,1
5823,93.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381979,C,11/16/2023,RC4351,DB76105,1,1
5824,61.65,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381980,D,11/16/2023,RC13500,DB18812,1,1
5825,61.65,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381980,C,11/16/2023,RC4351,DB76105,1,1
5826,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381981,D,11/16/2023,RC13081,DB18325,1,1
5827,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381981,C,11/16/2023,RC4351,DB76105,1,1
5828,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381982,D,11/16/2023,RC42836,DB57671,1,1
5829,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381982,C,11/16/2023,RC4351,DB76105,1,1
5830,30.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381983,D,11/16/2023,RC42838,DB57676,1,1
5831,30.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381983,C,11/16/2023,RC4351,DB76105,1,1
5832,18.99,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381984,D,11/16/2023,RC13522,DB18839,1,1
5833,22.76,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374832,D,11/16/2023,RC15124,DB21182,1,1
5834,22.76,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374832,C,11/16/2023,RC4351,DB76105,1,1
5835,73.26,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374833,D,11/16/2023,RC32752,DB44300,1,1
5836,73.26,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374833,C,11/16/2023,RC4351,DB76105,1,1
5837,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374834,D,11/16/2023,RC15129,DB21189,1,1
5838,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374834,C,11/16/2023,RC4351,DB76105,1,1
5839,90.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374835,D,11/16/2023,RC15134,DB21194,1,1
5840,90.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374835,C,11/16/2023,RC4351,DB76105,1,1
5841,22.46,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374836,D,11/16/2023,RC32754,DB44302,1,1
5842,22.46,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374836,C,11/16/2023,RC4351,DB76105,1,1
5843,127,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374837,D,11/16/2023,RC32758,DB44306,1,1
5844,127,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374837,C,11/16/2023,RC4351,DB76105,1,1
5845,18.99,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381984,C,11/16/2023,RC4351,DB76105,1,1
5846,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381985,D,11/16/2023,RC24757,DB34175,1,1
5847,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381985,C,11/16/2023,RC4351,DB76105,1,1
5848,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381986,D,11/16/2023,RC52284,DB70626,1,1
5849,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381986,C,11/16/2023,RC4351,DB76105,1,1
5850,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381987,D,11/16/2023,RC24775,DB34197,1,1
5851,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381987,C,11/16/2023,RC4351,DB76105,1,1
5852,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381988,D,11/16/2023,RC24774,DB34195,1,1
5853,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381988,C,11/16/2023,RC4351,DB76105,1,1
5854,227.38,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381989,D,11/16/2023,RC24781,DB34207,1,1
5855,33.37,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374838,D,11/16/2023,RC15138,DB21198,1,1
5856,33.37,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374838,C,11/16/2023,RC4351,DB76105,1,1
5857,115.93,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374839,D,11/16/2023,RC15139,DB21199,1,1
5858,115.93,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374839,C,11/16/2023,RC4351,DB76105,1,1
5859,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374840,D,11/16/2023,RC53344,DB72181,1,1
5860,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374840,C,11/16/2023,RC4351,DB76105,1,1
5861,32.06,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374841,D,11/16/2023,RC14986,DB20987,1,1
5862,32.06,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374841,C,11/16/2023,RC4351,DB76105,1,1
5863,17.84,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374842,D,11/16/2023,RC32760,DB44308,1,1
5864,17.84,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374842,C,11/16/2023,RC4351,DB76105,1,1
5865,102.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374843,D,11/16/2023,RC15142,DB21202,1,1
5866,102.52,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374843,C,11/16/2023,RC4351,DB76105,1,1
5867,227.38,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381989,C,11/16/2023,RC4351,DB76105,1,1
5868,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374844,D,11/16/2023,RC32761,DB44309,1,1
5869,37.32,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381990,D,11/16/2023,RC24783,DB34210,1,1
5870,37.32,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381990,C,11/16/2023,RC4351,DB76105,1,1
5871,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381991,D,11/16/2023,RC24623,DB34010,1,1
5872,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381991,C,11/16/2023,RC4351,DB76105,1,1
5873,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381992,D,11/16/2023,RC24787,DB34215,1,1
5874,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381992,C,11/16/2023,RC4351,DB76105,1,1
5875,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381993,D,11/16/2023,RC24798,DB34227,1,1
5876,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381993,C,11/16/2023,RC4351,DB76105,1,1
5877,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374844,C,11/16/2023,RC4351,DB76105,1,1
5878,139.26,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374845,D,11/16/2023,RC32763,DB44311,1,1
5879,139.26,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374845,C,11/16/2023,RC4351,DB76105,1,1
5880,13.29,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374846,D,11/16/2023,RC32764,DB44312,1,1
5881,13.29,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374846,C,11/16/2023,RC4351,DB76105,1,1
5882,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374847,D,11/16/2023,RC32768,DB44316,1,1
5883,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374847,C,11/16/2023,RC4351,DB76105,1,1
5884,19.91,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374848,D,11/16/2023,RC32770,DB44318,1,1
5885,19.91,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374848,C,11/16/2023,RC4351,DB76105,1,1
5886,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374849,D,11/16/2023,RC32771,DB44319,1,1
5887,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374849,C,11/16/2023,RC4351,DB76105,1,1
5888,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374850,D,11/16/2023,RC32774,DB44322,1,1
5889,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374850,C,11/16/2023,RC4351,DB76105,1,1
5890,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381994,D,11/16/2023,RC13497,DB18808,1,1
5891,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381994,C,11/16/2023,RC4351,DB76105,1,1
5892,61.94,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381995,D,11/16/2023,RC24808,DB34238,1,1
5893,61.94,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381995,C,11/16/2023,RC4351,DB76105,1,1
5894,94.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381996,D,11/16/2023,RC24810,DB34242,1,1
5895,94.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381996,C,11/16/2023,RC4351,DB76105,1,1
5896,32.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381997,D,11/16/2023,RC42585,DB57378,1,1
5897,32.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381997,C,11/16/2023,RC4351,DB76105,1,1
5898,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381998,D,11/16/2023,RC13582,DB18920,1,1
5899,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374851,D,11/16/2023,RC32775,DB44324,1,1
5900,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374851,C,11/16/2023,RC4351,DB76105,1,1
5901,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374852,D,11/16/2023,RC53346,DB72183,1,1
5902,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374852,C,11/16/2023,RC4351,DB76105,1,1
5903,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374853,D,11/16/2023,RC32777,DB44327,1,1
5904,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374853,C,11/16/2023,RC4351,DB76105,1,1
5905,103.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374854,D,11/16/2023,RC32779,DB44330,1,1
5906,103.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374854,C,11/16/2023,RC4351,DB76105,1,1
5907,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374855,D,11/16/2023,RC22357,DB30945,1,1
5908,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374855,C,11/16/2023,RC4351,DB76105,1,1
5909,47.67,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374856,D,11/16/2023,RC32781,DB44333,1,1
5910,47.67,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374856,C,11/16/2023,RC4351,DB76105,1,1
5911,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381998,C,11/16/2023,RC4351,DB76105,1,1
5912,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381999,D,11/16/2023,RC24836,DB34283,1,1
5913,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S381999,C,11/16/2023,RC4351,DB76105,1,1
5914,210.19,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382000,D,11/16/2023,RC42839,DB57677,1,1
5915,210.19,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382000,C,11/16/2023,RC4351,DB76105,1,1
5916,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382001,D,11/16/2023,RC24825,DB34267,1,1
5917,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382001,C,11/16/2023,RC4351,DB76105,1,1
5918,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382002,D,11/16/2023,RC24831,DB34274,1,1
5919,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382002,C,11/16/2023,RC4351,DB76105,1,1
5920,63.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382003,D,11/16/2023,RC13590,DB18931,1,1
5921,70.17,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374857,D,11/16/2023,RC32786,DB44339,1,1
5922,70.17,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374857,C,11/16/2023,RC4351,DB76105,1,1
5923,25.58,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374858,D,11/16/2023,RC32796,DB44351,1,1
5924,25.58,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374858,C,11/16/2023,RC4351,DB76105,1,1
5925,30.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374859,D,11/16/2023,RC22366,DB30954,1,1
5926,30.95,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374859,C,11/16/2023,RC4351,DB76105,1,1
5927,55.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374860,D,11/16/2023,RC32798,DB44353,1,1
5928,55.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374860,C,11/16/2023,RC4351,DB76105,1,1
5929,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374861,D,11/16/2023,RC53354,DB72194,1,1
5930,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374861,C,11/16/2023,RC4351,DB76105,1,1
5931,66.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374862,D,11/16/2023,RC32520,DB44007,1,1
5932,66.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374862,C,11/16/2023,RC4351,DB76105,1,1
5933,63.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382003,C,11/16/2023,RC4351,DB76105,1,1
5934,15.46,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382004,D,11/16/2023,RC44670,DB60155,1,1
5935,15.46,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382004,C,11/16/2023,RC4351,DB76105,1,1
5936,41.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382005,D,11/16/2023,RC13179,DB18390,1,1
5937,41.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382005,C,11/16/2023,RC4351,DB76105,1,1
5938,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382006,D,11/16/2023,RC28893,DB39499,1,1
5939,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382006,C,11/16/2023,RC4351,DB76105,1,1
5940,120.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382007,D,11/16/2023,RC45948,DB61883,1,1
5941,120.49,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382007,C,11/16/2023,RC4351,DB76105,1,1
5942,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S382008,D,11/16/2023,RC24876,DB34331,1,1
5943,116.96,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374863,D,11/16/2023,RC32521,DB44008,1,1
5944,116.96,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374863,C,11/16/2023,RC4351,DB76105,1,1
5945,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374864,D,11/16/2023,RC32522,DB44009,1,1
5946,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374864,C,11/16/2023,RC4351,DB76105,1,1
5947,58.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374865,D,11/16/2023,RC32529,DB44018,1,1
5948,58.79,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374865,C,11/16/2023,RC4351,DB76105,1,1
5949,78.13,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374866,D,11/16/2023,RC32689,DB44224,1,1
5950,78.13,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374866,C,11/16/2023,RC4351,DB76105,1,1
5951,70.25,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374867,D,11/16/2023,RC53381,DB72227,1,1
5952,70.25,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374867,C,11/16/2023,RC4351,DB76105,1,1
5953,35.8,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S374868,D,11/16/2023,RC32531,DB44020,1,1
