transaction_id,amount_local,authorized,comments,date_posting,date_transaction,goods_services,internal_ref_number,is_active,late_deposit,teller,trx_no,rpt_code,transaction_description,transaction_location,transaction_number,transmode_comment,value_date,cust_id,acid,status_id,report_id
13565,10.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377181,D,11/16/2023,RC39360,DB53328,1,1
13566,10.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377181,C,11/16/2023,RC4351,DB76105,1,1
13567,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377182,D,11/16/2023,RC36276,DB49028,1,1
13568,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377182,C,11/16/2023,RC4351,DB76105,1,1
13569,32.1,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383503,C,11/16/2023,RC4351,DB76105,1,1
13570,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383504,D,11/16/2023,RC49123,DB66016,1,1
13571,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383504,C,11/16/2023,RC4351,DB76105,1,1
13572,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383505,D,11/16/2023,RC27397,DB37551,1,1
13573,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383505,C,11/16/2023,RC4351,DB76105,1,1
13574,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383506,D,11/16/2023,RC15582,DB21734,1,1
13575,10.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377183,D,11/16/2023,RC39362,DB53330,1,1
13576,10.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377183,C,11/16/2023,RC4351,DB76105,1,1
13577,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377184,D,11/16/2023,RC36278,DB49030,1,1
13578,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377184,C,11/16/2023,RC4351,DB76105,1,1
13579,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377185,D,11/16/2023,RC9138,DB13052,1,1
13580,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377185,C,11/16/2023,RC4351,DB76105,1,1
13581,10.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377186,D,11/16/2023,RC36279,DB49031,1,1
13582,10.3,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377186,C,11/16/2023,RC4351,DB76105,1,1
13583,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377187,D,11/16/2023,RC36281,DB49035,1,1
13584,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377187,C,11/16/2023,RC4351,DB76105,1,1
13585,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377188,D,11/16/2023,RC8330,DB12092,1,1
13586,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377188,C,11/16/2023,RC4351,DB76105,1,1
13587,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383506,C,11/16/2023,RC4351,DB76105,1,1
13588,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383507,D,11/16/2023,RC20171,DB27890,1,1
13589,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383507,C,11/16/2023,RC4351,DB76105,1,1
13590,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383508,D,11/16/2023,RC27417,DB37583,1,1
13591,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383508,C,11/16/2023,RC4351,DB76105,1,1
13592,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383509,D,11/16/2023,RC9742,DB13858,1,1
13593,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377189,D,11/16/2023,RC36282,DB49036,1,1
13594,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377189,C,11/16/2023,RC4351,DB76105,1,1
13595,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377190,D,11/16/2023,RC36283,DB49037,1,1
13596,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377190,C,11/16/2023,RC4351,DB76105,1,1
13597,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377191,D,11/16/2023,RC36284,DB49038,1,1
13598,10.33,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377191,C,11/16/2023,RC4351,DB76105,1,1
13599,103.73,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377192,D,11/16/2023,RC39394,DB53366,1,1
13600,103.73,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377192,C,11/16/2023,RC4351,DB76105,1,1
13601,10.16,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377193,D,11/16/2023,RC39399,DB53371,1,1
13602,10.16,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377193,C,11/16/2023,RC4351,DB76105,1,1
13603,46.51,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377194,D,11/16/2023,RC48144,DB64643,1,1
13604,46.51,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377194,C,11/16/2023,RC4351,DB76105,1,1
13605,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383509,C,11/16/2023,RC4351,DB76105,1,1
13606,85.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377195,D,11/16/2023,RC36290,DB49044,1,1
13607,225.53,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383510,D,11/16/2023,RC27426,DB37596,1,1
13608,225.53,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383510,C,11/16/2023,RC4351,DB76105,1,1
13609,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383511,D,11/16/2023,RC44018,DB59275,1,1
13610,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383511,C,11/16/2023,RC4351,DB76105,1,1
13611,85.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377195,C,11/16/2023,RC4351,DB76105,1,1
13612,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377196,D,11/16/2023,RC33650,DB45388,1,1
13613,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377196,C,11/16/2023,RC4351,DB76105,1,1
13614,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377197,D,11/16/2023,RC36116,DB48825,1,1
13615,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377197,C,11/16/2023,RC4351,DB76105,1,1
13616,17.11,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377198,D,11/16/2023,RC36291,DB49047,1,1
13617,17.11,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377198,C,11/16/2023,RC4351,DB76105,1,1
13618,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377199,D,11/16/2023,RC36293,DB49050,1,1
13619,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377199,C,11/16/2023,RC4351,DB76105,1,1
13620,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377200,D,11/16/2023,RC6710,DB10149,1,1
13621,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377200,C,11/16/2023,RC4351,DB76105,1,1
13622,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377201,D,11/16/2023,RC8494,DB12302,1,1
13623,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377201,C,11/16/2023,RC4351,DB76105,1,1
13624,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383512,D,11/16/2023,RC27427,DB37597,1,1
13625,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383512,C,11/16/2023,RC4351,DB76105,1,1
13626,16.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383513,D,11/16/2023,RC44020,DB59278,1,1
13627,16.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383513,C,11/16/2023,RC4351,DB76105,1,1
13628,12.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383514,D,11/16/2023,RC16280,DB22674,1,1
13629,12.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383514,C,11/16/2023,RC4351,DB76105,1,1
13630,95.91,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377202,D,11/16/2023,RC36296,DB49053,1,1
13631,95.91,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377202,C,11/16/2023,RC4351,DB76105,1,1
13632,15.58,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377203,D,11/16/2023,RC39423,DB53401,1,1
13633,15.58,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377203,C,11/16/2023,RC4351,DB76105,1,1
13634,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377204,D,11/16/2023,RC36302,DB49065,1,1
13635,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377204,C,11/16/2023,RC4351,DB76105,1,1
13636,10.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377205,D,11/16/2023,RC39426,DB53404,1,1
13637,10.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377205,C,11/16/2023,RC4351,DB76105,1,1
13638,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377206,D,11/16/2023,RC36310,DB49075,1,1
13639,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377206,C,11/16/2023,RC4351,DB76105,1,1
13640,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377207,D,11/16/2023,RC36311,DB49076,1,1
13641,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377207,C,11/16/2023,RC4351,DB76105,1,1
13642,34.97,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383515,D,11/16/2023,RC32147,DB43603,1,1
13643,34.97,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383515,C,11/16/2023,RC4351,DB76105,1,1
13644,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383516,D,11/16/2023,RC43994,DB59238,1,1
13645,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383516,C,11/16/2023,RC4351,DB76105,1,1
13646,103.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383517,D,11/16/2023,RC17857,DB24704,1,1
13647,103.08,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383517,C,11/16/2023,RC4351,DB76105,1,1
13648,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377208,D,11/16/2023,RC36312,DB49077,1,1
13649,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377208,C,11/16/2023,RC4351,DB76105,1,1
13650,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377209,D,11/16/2023,RC33692,DB45433,1,1
13651,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377209,C,11/16/2023,RC4351,DB76105,1,1
13652,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377210,D,11/16/2023,RC36315,DB49080,1,1
13653,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377210,C,11/16/2023,RC4351,DB76105,1,1
13654,10.19,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377211,D,11/16/2023,RC41749,DB56355,1,1
13655,10.19,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377211,C,11/16/2023,RC4351,DB76105,1,1
13656,15.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377212,D,11/16/2023,RC27576,DB37807,1,1
13657,15.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377212,C,11/16/2023,RC4351,DB76105,1,1
13658,67.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377213,D,11/16/2023,RC36320,DB49085,1,1
13659,67.87,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377213,C,11/16/2023,RC4351,DB76105,1,1
13660,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383518,D,11/16/2023,RC27430,DB37604,1,1
13661,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383518,C,11/16/2023,RC4351,DB76105,1,1
13662,81.92,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383519,D,11/16/2023,RC25535,DB35216,1,1
13663,81.92,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383519,C,11/16/2023,RC4351,DB76105,1,1
13664,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383520,D,11/16/2023,RC44034,DB59302,1,1
13665,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383520,C,11/16/2023,RC4351,DB76105,1,1
13666,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377214,D,11/16/2023,RC27585,DB37816,1,1
13667,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377214,C,11/16/2023,RC4351,DB76105,1,1
13668,160.68,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377215,D,11/16/2023,RC36333,DB49098,1,1
13669,160.68,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377215,C,11/16/2023,RC4351,DB76105,1,1
13670,44.67,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377216,D,11/16/2023,RC36337,DB49102,1,1
13671,44.67,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377216,C,11/16/2023,RC4351,DB76105,1,1
13672,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377217,D,11/16/2023,RC33705,DB45446,1,1
13673,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377217,C,11/16/2023,RC4351,DB76105,1,1
13674,10.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377218,D,11/16/2023,RC36328,DB49093,1,1
13675,10.21,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377218,C,11/16/2023,RC4351,DB76105,1,1
13676,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377219,D,11/16/2023,RC36338,DB49104,1,1
13677,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377219,C,11/16/2023,RC4351,DB76105,1,1
13678,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377220,D,11/16/2023,RC20689,DB28606,1,1
13679,25.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383521,D,11/16/2023,RC7887,DB11545,1,1
13680,25.55,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383521,C,11/16/2023,RC4351,DB76105,1,1
13681,40.65,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383522,D,11/16/2023,RC27435,DB37608,1,1
13682,40.65,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383522,C,11/16/2023,RC4351,DB76105,1,1
13683,27.76,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383523,D,11/16/2023,RC44035,DB59303,1,1
13684,27.76,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383523,C,11/16/2023,RC4351,DB76105,1,1
13685,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377220,C,11/16/2023,RC4351,DB76105,1,1
13686,89.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377221,D,11/16/2023,RC36342,DB49108,1,1
13687,89.72,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377221,C,11/16/2023,RC4351,DB76105,1,1
13688,37.7,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377222,D,11/16/2023,RC8547,DB12393,1,1
13689,37.7,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377222,C,11/16/2023,RC4351,DB76105,1,1
13690,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377223,D,11/16/2023,RC27464,DB37649,1,1
13691,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377223,C,11/16/2023,RC4351,DB76105,1,1
13692,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377224,D,11/16/2023,RC36343,DB49109,1,1
13693,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377224,C,11/16/2023,RC4351,DB76105,1,1
13694,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377225,D,11/16/2023,RC27602,DB37833,1,1
13695,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377225,C,11/16/2023,RC4351,DB76105,1,1
13696,148.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377226,D,11/16/2023,RC36350,DB49141,1,1
13697,148.14,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377226,C,11/16/2023,RC4351,DB76105,1,1
13698,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383524,D,11/16/2023,RC25957,DB35727,1,1
13699,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383524,C,11/16/2023,RC4351,DB76105,1,1
13700,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383525,D,11/16/2023,RC24682,DB34083,1,1
13701,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383525,C,11/16/2023,RC4351,DB76105,1,1
13702,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383526,D,11/16/2023,RC44041,DB59312,1,1
13703,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377227,D,11/16/2023,RC27605,DB37836,1,1
13704,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377227,C,11/16/2023,RC4351,DB76105,1,1
13705,17.11,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377228,D,11/16/2023,RC36352,DB49143,1,1
13706,17.11,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377228,C,11/16/2023,RC4351,DB76105,1,1
13707,81.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377229,D,11/16/2023,RC36353,DB49144,1,1
13708,81.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377229,C,11/16/2023,RC4351,DB76105,1,1
13709,52.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377230,D,11/16/2023,RC36356,DB49148,1,1
13710,52.03,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377230,C,11/16/2023,RC4351,DB76105,1,1
13711,104.31,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377231,D,11/16/2023,RC36359,DB49153,1,1
13712,104.31,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377231,C,11/16/2023,RC4351,DB76105,1,1
13713,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377232,D,11/16/2023,RC10718,DB15337,1,1
13714,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377232,C,11/16/2023,RC4351,DB76105,1,1
13715,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383526,C,11/16/2023,RC4351,DB76105,1,1
13716,105.06,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383527,D,11/16/2023,RC44036,DB59304,1,1
13717,105.06,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383527,C,11/16/2023,RC4351,DB76105,1,1
13718,186.89,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383528,D,11/16/2023,RC52975,DB71630,1,1
13719,186.89,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383528,C,11/16/2023,RC4351,DB76105,1,1
13720,32.01,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383529,D,11/16/2023,RC49821,DB67014,1,1
13721,125.36,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377233,D,11/16/2023,RC36361,DB49155,1,1
13722,125.36,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377233,C,11/16/2023,RC4351,DB76105,1,1
13723,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377234,D,11/16/2023,RC33777,DB45530,1,1
13724,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377234,C,11/16/2023,RC4351,DB76105,1,1
13725,72.27,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377235,D,11/16/2023,RC36364,DB49159,1,1
13726,72.27,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377235,C,11/16/2023,RC4351,DB76105,1,1
13727,71.02,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377236,D,11/16/2023,RC36367,DB49162,1,1
13728,71.02,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377236,C,11/16/2023,RC4351,DB76105,1,1
13729,10.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377237,D,11/16/2023,RC39491,DB53458,1,1
13730,10.18,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377237,C,11/16/2023,RC4351,DB76105,1,1
13731,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377238,D,11/16/2023,RC52378,DB70767,1,1
13732,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377238,C,11/16/2023,RC4351,DB76105,1,1
13733,32.01,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383529,C,11/16/2023,RC4351,DB76105,1,1
13734,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383530,D,11/16/2023,RC49853,DB67081,1,1
13735,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383530,C,11/16/2023,RC4351,DB76105,1,1
13736,12.94,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383531,D,11/16/2023,RC27443,DB37618,1,1
13737,12.94,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383531,C,11/16/2023,RC4351,DB76105,1,1
13738,10.11,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S383532,D,11/16/2023,RC49910,DB67192,1,1
13739,55.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377239,D,11/16/2023,RC36368,DB49163,1,1
13740,55.66,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377239,C,11/16/2023,RC4351,DB76105,1,1
13741,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377240,D,11/16/2023,RC36122,DB48831,1,1
13742,250,,,11/21/2023,11/16/2023,,,t,f,,GNCB2,X0001,Savings Service Charge,1,  S377240,C,11/16/2023,RC4351,DB76105,1,1
